Date,PP01,TX01,TX02,TX04
2008/6/19,0.5,24.69166667,30.1,21.5
2008/6/20,0,25.95833333,31.1,21.7
2008/6/21,0,25.75833333,29.8,22.8
2008/6/22,0,26.25416667,33.2,21.2
2008/6/23,0,26.14583333,32.5,21.7
2008/6/24,0.84,25.55,30.7,22.9
2008/6/25,1.27,25.84583333,31.6,22.6
2008/6/26,0.24,25.52916667,31.1,21.9
2008/6/27,1.96,25.09583333,28.8,22.8
2008/6/28,7.11,25.45833333,31.7,21.8
2008/6/29,39,24.42083333,30,22.1
2008/6/30,23.99,23.77916667,29.1,21.7
2008/7/1,2.53,24.75416667,29.6,21.1
2008/7/2,1.34,26.07916667,30.3,23.1
2008/7/3,0,26.54583333,31.6,22.8
2008/7/4,0.17,25.725,30.5,22
2008/7/5,1.9,25.19583333,29.4,22.3
2008/7/6,1.48,24.68333333,29.2,22.4
2008/7/7,5.75,25.00416667,30.5,21.5
2008/7/8,11.08,24.1,29.2,22
2008/7/9,23.25,22.85,27,20.9
2008/7/10,8.61,23.8875,28.3,20.4
2008/7/11,11.55,23.97083333,29.4,21.7
2008/7/12,0.71,24.34583333,28.7,21.4
2008/7/13,0.24,25.0375,30.1,22.8
2008/7/14,0,25.6375,29.3,22.2
2008/7/15,0,26.025,30.8,22.1
2008/7/16,0.04,26.825,30.8,22.4
2008/7/17,38.03,24.59166667,27.8,23.1
2008/7/18,50,22.87916667,24,22.1
2008/7/19,0.26,25.01666667,29.9,21.9
2008/7/20,0.61,26.07083333,30.6,21.7
2008/7/21,0.04,26.65833333,32,22.5
2008/7/22,8.16,25.95,31,22.4
2008/7/23,0,25.99166667,30.9,22.7
2008/7/24,0,26.9625,33.7,22.5
2008/7/25,0,27.30416667,33.4,23.2
2008/7/26,16.82,26.5125,31.9,22.1
2008/7/27,91.62,23.99583333,27.5,21.9
2008/7/28,168.6,24.34166667,26.4,22.9
2008/7/29,1.67,24.025,25.7,22.7
2008/7/30,0.51,24.82916667,29.3,22.4
2008/7/31,0.12,24.74583333,29.6,21.6
2008/8/1,0,25.0625,29.4,22.3
2008/8/2,0,25.1375,30.1,21.5
2008/8/3,0,24.64166667,27.5,22.4
2008/8/4,0.04,26.15416667,30.7,21.7
2008/8/5,0.14,25.6125,30.7,22.1
2008/8/6,0,25.30833333,29.2,21.5
2008/8/7,0,25.3875,29.7,22.2
2008/8/8,0,25.35833333,30.3,21.2
2008/8/9,3.03,23.7875,28.8,21
2008/8/10,22.65,23.55416667,30.3,20.3
2008/8/11,2.73,24.31666667,29.1,21.2
2008/8/12,0,24.9375,29.5,20.8
2008/8/13,2.85,26.13333333,31,22.2
2008/8/14,2.26,26.0375,32,23.3
2008/8/15,17.32,25.55833333,32.6,22.7
2008/8/16,1.19,25.575,30.3,22.2
2008/8/17,5.41,25.15416667,29.8,23.1
2008/8/18,0.08,25.825,31,22.4
2008/8/19,0,26.575,32.9,22.5
2008/8/20,0,26.33333333,32.3,22.1
2008/8/21,0.75,25.825,30.2,23.5
2008/8/22,0.17,26.0875,31,22.9
2008/8/23,2.49,25.23333333,30.7,22.5
2008/8/24,1.86,25.275,31.8,21.8
2008/8/25,0.28,25.575,29.8,22.1
2008/8/26,0,25.17083333,32.2,20.7
2008/8/27,3.71,25.3375,29.6,21.9
2008/8/28,0.64,26.51666667,32.7,23.1
2008/8/29,1.95,25.09583333,29.7,21.9
2008/8/30,0,24.925,30,21.8
2008/8/31,0,24.80833333,29.6,21.6
2008/9/1,0.6,23.62083333,27.1,21.7
2008/9/2,9.66,22.30416667,23,21.6
2008/9/3,4.21,23.9125,28.2,21.6
2008/9/4,6.22,23.35833333,30.2,21
2008/9/5,25.3,22.62916667,30,20.7
2008/9/6,0.74,24.35,28.7,21.3
2008/9/7,0,25.175,30.7,20.3
2008/9/8,0,25.8125,30.4,22.9
2008/9/9,0,25.85,29.5,21.7
2008/9/10,0.5,26.15,30.4,21.8
2008/9/11,18.3,25.0625,30.2,21.2
2008/9/12,171.31,22.75416667,24.2,20.7
2008/9/13,362.43,23.15416667,24,22.7
2008/9/14,333.23,22.85,23.5,21.7
2008/9/15,35.48,23.65833333,25.9,21.5
2008/9/16,2.69,24.5625,27.2,23
2008/9/17,0,25.25833333,30.2,21.6
2008/9/18,0.45,25.19583333,30.6,21.7
2008/9/19,0.28,25.17083333,30.3,22.5
2008/9/20,0,24.90416667,29.5,22.2
2008/9/21,0,25.78333333,31.6,21.1
2008/9/22,13.23,26.6125,29.3,24.7
2008/9/23,1.9,27.22083333,33.1,23.1
2008/9/24,0,26.02083333,32.4,22.7
2008/9/25,0,25.94583333,30.5,22.6
2008/9/26,0.91,26.18333333,31.3,22.9
2008/9/27,45.72,21.9125,24.6,21.1
2008/9/28,309.75,22.6125,24.3,21.7
2008/9/29,40.29,21.21666667,23.3,19.5
2008/9/30,8.59,20.025,21.4,19.2
2008/10/1,0.08,21.09166667,24.9,18.6
2008/10/2,0,20.975,25,18.3
2008/10/3,0.21,23.07083333,26.9,20
2008/10/4,0.21,23.9375,29.6,20.9
2008/10/5,22.14,23.475,29.6,21
2008/10/6,3.62,21.66666667,26.1,19.6
2008/10/7,3.76,19.98333333,21.3,18.6
2008/10/8,1.61,23.55833333,28.9,19.9
2008/10/9,0.48,24.06666667,27.5,21
2008/10/10,0.34,23.97916667,29,20.4
2008/10/11,1.4,23.10416667,26.9,20.5
2008/10/12,0.54,21.025,24.8,18.9
2008/10/13,4.24,22.02916667,26.8,18.4
2008/10/14,0.5,23.5,27.4,19.8
2008/10/15,3.47,24.57916667,28.2,22.2
2008/10/16,2.46,25.85,30.4,23.2
2008/10/17,5.3,24.525,28.4,21.3
2008/10/18,0.79,24.275,28.4,21.1
2008/10/19,0.64,24.34583333,28.8,21.1
2008/10/20,0.7,24.07916667,28.4,21.7
2008/10/21,0.04,24.08333333,29.3,21.5
2008/10/22,0,23.29583333,27.5,20.4
2008/10/23,0,23.27083333,28.9,19.7
2008/10/24,1.85,23.73333333,27.4,20.3
2008/10/25,0.22,23.8,27.4,20.9
2008/10/26,0.08,22.92083333,28.1,20.5
2008/10/27,1.14,21.07916667,23.7,20
2008/10/28,0.36,22.55833333,28.7,19.3
2008/10/29,0,22.90833333,27.8,19.7
2008/10/30,0.04,23.52083333,28.8,20
2008/10/31,0,23.39583333,29.6,19.7
2008/11/1,0.16,23.3375,28.8,20.4
2008/11/2,0.04,24.29166667,29.1,21.3
2008/11/3,4.51,21.28333333,24.8,19.1
2008/11/4,0.4,23.70833333,29.4,19.2
2008/11/5,0,24.35416667,30.1,21.2
2008/11/6,0.04,23.25833333,28.1,20.1
2008/11/7,0,23.06666667,28.4,19.4
2008/11/8,60.39,20.6,24.1,17.9
2008/11/9,42.94,16.27916667,17.7,14.6
2008/11/10,3.2,14.92916667,15.4,14.4
2008/11/11,1.66,14.40833333,15.3,13.7
2008/11/12,0.58,17.08333333,20.3,14.6
2008/11/13,0.53,18.30833333,22.7,15.1
2008/11/14,0.04,19.22916667,25.3,16.3
2008/11/15,0,20.12083333,25.8,16.1
2008/11/16,2.44,17.87916667,20.5,16.1
2008/11/17,0.22,17.74583333,20.5,16.6
2008/11/18,0.96,15.72083333,17.3,13.7
2008/11/19,1.22,11.69166667,13.3,9.8
2008/11/20,0.04,13.61666667,16.9,10.9
2008/11/21,0.58,17.7375,24.3,14
2008/11/22,0,19.98333333,25.3,16.8
2008/11/23,0.5,20.05833333,24,18.3
2008/11/24,2.07,17.06666667,18.7,15.5
2008/11/25,0.5,17.62916667,21.7,15.1
2008/11/26,1.18,19.1625,22.8,16.8
2008/11/27,2.13,13.77083333,17.3,8.6
2008/11/28,0.14,10.05416667,14.2,6.7
2008/11/29,0,11.26666667,16.5,6.2
2008/11/30,0,14.3125,20,10.1
2008/12/1,0,15.35833333,20.5,11.7
2008/12/2,0,15.84583333,22,11.3
2008/12/3,0,16.9125,22.9,13
2008/12/4,0.1,17.54583333,24.7,13.6
2008/12/5,8.48,10.74583333,12.9,9.4
2008/12/6,1.57,9.9625,12.9,8
2008/12/7,0.14,13.20833333,19.8,7.3
2008/12/8,2.61,14.10833333,19.9,10.9
2008/12/9,0.07,14.62916667,20.1,11.4
2008/12/10,0,16.67916667,23.4,12.5
2008/12/11,0.04,16.2125,21.5,11.2
2008/12/12,0,17.51666667,21.3,14.4
2008/12/13,0,16.85416667,21.3,13.9
2008/12/14,0.3,11.95416667,13.4,10.8
2008/12/15,0.14,11.38333333,14.2,10
2008/12/16,0,14.85833333,21.7,11.1
2008/12/17,0,14.71304348,20.2,12
2008/12/18,0,14.85,20.7,10.3
2008/12/19,0,15.85833333,21.3,12.6
2008/12/20,0,15.9375,22.2,12
2008/12/21,0.08,16.77916667,22.6,13
2008/12/22,3.31,10.78333333,14.1,9.1
2008/12/23,0.12,14.77083333,19.7,10.6
2008/12/24,0,15.75416667,19.1,13.5
2008/12/25,0.32,14.0125,16.2,12.4
2008/12/26,0.42,15.4375,19.5,12.7
2008/12/27,0,17.92916667,23.8,13
2008/12/28,0.04,17.4,22.4,15.7
2008/12/29,5.38,15.99583333,18.2,14.3
2008/12/30,25.46,13.475,14.8,11.8
2008/12/31,7.31,10.08333333,11.6,8.4
2009/1/1,1,7.929166667,10.3,6.4
2009/1/2,0,10.15416667,13,7.8
2009/1/3,0.04,12.8875,18.8,8.1
2009/1/4,0,13.66666667,15.8,11.3
2009/1/5,3.17,14.5875,17.5,12
2009/1/6,2.76,15.29583333,18.6,13.5
2009/1/7,1.63,14.15416667,16.4,13.4
2009/1/8,1.17,12.9,14.5,10.2
2009/1/9,2.07,7.5625,9.9,5.3
2009/1/10,0.17,5.7875,9,3.5
2009/1/11,0,9.75,16.7,3.3
2009/1/12,0.08,9.220833333,12.7,7.3
2009/1/13,0,6.5875,9.6,3.4
2009/1/14,0,7.033333333,12.6,2.5
2009/1/15,0,10.52916667,14.8,7.2
2009/1/16,0,12.99583333,18.7,8.7
2009/1/17,0,14.85,21.8,11
2009/1/18,0,15.45416667,21.5,12.1
2009/1/19,0.04,16.70833333,21.7,14.1
2009/1/20,0,17.49583333,22.1,15
2009/1/21,0,16.09166667,20.4,13.4
2009/1/22,0,13.5125,17.5,11.7
2009/1/23,1.6,10.24166667,13.3,6.5
2009/1/24,1.03,5.4625,6.5,4.6
2009/1/25,0.95,9.454166667,12.7,4.8
2009/1/26,0.48,11.47083333,13.5,9.7
2009/1/27,0.2,13.85416667,16.7,11.9
2009/1/28,0,15.4625,21.5,10.3
2009/1/29,0.12,15.92083333,21.3,12.6
2009/1/30,1.43,12.24166667,15.3,10.5
2009/1/31,0.08,14.51666667,19.5,11.2
2009/2/1,0,15.7875,20.9,12.9
2009/2/2,0,15.9375,21.6,12.4
2009/2/3,0,15.975,22.1,12.8
2009/2/4,0.04,15.12916667,18.6,12.8
2009/2/5,3.06,15.38333333,19.1,12.6
2009/2/6,1.81,15.74583333,18.5,14.3
2009/2/7,0.76,16.525,21,13.4
2009/2/8,0.48,17.44583333,24.1,13.2
2009/2/9,0,17.9625,24.5,13.8
2009/2/10,0.08,16.24583333,20.7,12.4
2009/2/11,0,17.7875,24.2,12.5
2009/2/12,0,18.1125,25.6,14.4
2009/2/13,0,20.49583333,28.4,16.5
2009/2/14,0,18.85833333,22.2,16.2
2009/2/15,0,18.75833333,23,16.6
2009/2/16,0.28,15.96666667,18.5,14.5
2009/2/17,0.4,18.39166667,24.3,14.2
2009/2/18,0.04,16.48333333,19.8,14.8
2009/2/19,0.04,18.25416667,23.3,14.8
2009/2/20,16.02,14.1,18,11.1
2009/2/21,0,15.77916667,19.8,13
2009/2/22,0,19.53333333,27.2,14.9
2009/2/23,0,20.35833333,26.9,17.4
2009/2/24,0,19.84166667,24.1,16.9
2009/2/25,0.32,20.71666667,27,16.3
2009/2/26,0.12,18.32916667,23.4,16.1
2009/2/27,0.04,16.39583333,18.6,14.6
2009/2/28,0.04,16.37083333,20.8,14.1
2009/3/1,0.08,14.09583333,18.4,12
2009/3/2,1,13.73333333,18.7,10.8
2009/3/3,0.08,14.3375,17.7,12.7
2009/3/4,0.29,17.1875,24.3,12.6
2009/3/5,12.06,18.16666667,25.2,14.5
2009/3/6,62.38,12.65,16.4,10.1
2009/3/7,35.43,12.2875,14.9,11
2009/3/8,10.86,14.1375,16.9,11.7
2009/3/9,24.91,11.72083333,14.3,9.5
2009/3/10,0,15.84166667,21.7,10.3
2009/3/11,0.12,15.7875,16.9,15
2009/3/12,0,18.66666667,24.6,14.2
2009/3/13,1.31,17.77083333,24.8,8.1
2009/3/14,2.68,7.954166667,10.7,6.5
2009/3/15,0,14.20833333,21.8,9.4
2009/3/16,0,15.44166667,19.4,11.3
2009/3/17,0,17.025,22.5,13.1
2009/3/18,0,18.92083333,24.7,14.4
2009/3/19,0.04,20.07083333,24.8,17.1
2009/3/20,0,20.4,25.5,17.2
2009/3/21,0.04,19.7,24,16.3
2009/3/22,3.73,21.32083333,27.3,17.1
2009/3/23,1.68,15.575,17.3,13.6
2009/3/24,13.45,12.21818182,13.3,11.3
2009/3/25,0.55,13.76666667,19,10.9
2009/3/26,0.04,17.88333333,23.6,13.5
2009/3/27,0,17.6,20.3,15.7
2009/3/28,1.14,15.3625,17.2,13.5
2009/3/29,29.46,12.95833333,15.1,11.6
2009/3/30,0.12,12.30833333,13.4,11.7
2009/3/31,0.22,12.4125,13.8,11.5
2009/4/1,0.28,12.97916667,17.3,11.2
2009/4/2,0.12,14.54583333,17.8,11.8
2009/4/3,0,17.41666667,22.3,14.2
2009/4/4,0.88,19.30833333,24.5,15
2009/4/5,2.52,16.07083333,20.2,12.6
2009/4/6,4.32,12.04583333,13.8,10.1
2009/4/7,8.42,14.87916667,19.1,11.2
2009/4/8,0.92,14.30833333,16.9,11.6
2009/4/9,0,14.32916667,18.6,10.7
2009/4/10,0.04,16.56666667,22.4,12.7
2009/4/11,0,19.42083333,25.7,13.9
2009/4/12,0.08,20.875,26,16.9
2009/4/13,10.65,19.825,23,17.2
2009/4/14,13.67,18.1875,20.6,16.2
2009/4/15,0.46,20.64583333,25.3,17.2
2009/4/16,5.24,19.59583333,22.7,18.2
2009/4/17,5.13,19.87083333,22.1,17.6
2009/4/18,0.04,21.7875,26.4,18
2009/4/19,0,21.175,23.8,19.5
2009/4/20,45.13,22.09166667,26.7,19.7
2009/4/21,32.27,19.62083333,24.2,15.5
2009/4/22,20.67,18.22916667,19.5,16
2009/4/23,0.38,22.25416667,27.1,19.3
2009/4/24,0,23.09583333,28.8,19
2009/4/25,2.25,16.44166667,20.2,11.8
2009/4/26,17.78,12.10416667,13.6,10.9
2009/4/27,0,15.94166667,19.5,13.9
2009/4/28,0,18.52083333,24.5,14.3
2009/4/29,0,19.32916667,25,15.2
2009/4/30,0,20.18333333,24.6,16.6
2009/5/1,0,21.39583333,27.6,17.2
2009/5/2,0.04,21.75,27.5,17.5
2009/5/3,0.04,21.22916667,26.4,17.6
2009/5/4,1.88,18.525,21.3,16.3
2009/5/5,0,18.76666667,24.1,13.9
2009/5/6,0,19.425,25.5,13.9
2009/5/7,0,21.85,29.1,16.3
2009/5/8,0,21.89166667,28.2,16.9
2009/5/9,0,21.56666667,28.3,17.3
2009/5/10,0,21.19166667,25.8,18.3
2009/5/11,0,22.29166667,27.6,17.5
2009/5/12,0,23.52916667,29.5,18.4
2009/5/13,0,21.9875,26.4,19
2009/5/14,0.08,22.1625,26.5,18.3
2009/5/15,0,24.02083333,28.7,20.8
2009/5/16,0,23.95833333,29.7,19.4
2009/5/17,0.79,24.10416667,28.7,21.1
2009/5/18,0.21,22.17083333,25,20.6
2009/5/19,0,21.35833333,22.9,20.3
2009/5/20,0.1,23.1,28.8,20
2009/5/21,15.33,23.66666667,29.5,20.9
2009/5/22,4.76,24.425,28.9,21.1
2009/5/23,0.65,24.14166667,29.5,21.3
2009/5/24,2.1,23.16666667,28.2,20.1
2009/5/25,2.91,23.60416667,30,19.4
2009/5/26,9.13,22.15416667,26.8,19.2
2009/5/27,17.15,18.90833333,21,17.1
2009/5/28,0.18,19.79166667,23.6,16.9
2009/5/29,0,21.14583333,28,16.1
2009/5/30,0,21.70416667,27.8,16.9
2009/5/31,0,23.42916667,29.3,18.1
2009/6/1,0.13,22.35416667,27.2,19.5
2009/6/2,0.42,22.09583333,27.4,18.7
2009/6/3,0.14,23.7625,30.3,19.6
2009/6/4,87.72,21.09583333,21.9,19.8
2009/6/5,6.94,22.1826087,28,19
2009/6/6,3.25,23.52083333,29.7,18.6
2009/6/7,0,23.44583333,29.1,19.1
2009/6/8,0,23.09166667,28.8,19.1
2009/6/9,0,24.45,30.4,19.1
2009/6/10,0,25.3625,32,20.4
2009/6/11,18.08,23.27083333,27.5,21.8
2009/6/12,3.76,24.59583333,28.7,21.6
2009/6/13,22.78,23.975,28,21.6
2009/6/14,17.49,22.64166667,26.3,20.8
2009/6/15,14.26,23.1,27.8,21.5
2009/6/16,9.55,24.35,29.6,21.6
2009/6/17,0.39,26.42916667,31.8,22.3
2009/6/18,0.72,25.10833333,28,22.6
2009/6/19,15.67,24.72916667,28.7,22.6
2009/6/20,4.46,24.5125,27.1,22
2009/6/21,4.64,24.4125,28.5,22.6
2009/6/22,2.49,25.0625,28.8,22.6
2009/6/23,0.93,24.92916667,28.3,22
2009/6/24,2.53,25.225,28.7,22.2
2009/6/25,34.97,23.8125,29.2,21.7
2009/6/26,8.59,24.46666667,30.7,21.3
2009/6/27,22.89,24.02916667,30.9,21.6
2009/6/28,0.22,25.525,31.2,21.8
2009/6/29,2.8,25.37083333,29.7,22.2
2009/6/30,0.94,25.87916667,31.6,22.6
2009/7/1,0,25.85,30.5,21.9
2009/7/2,0,23.825,26.8,21.6
2009/7/3,1.48,22.7,25.7,20.3
2009/7/4,4.69,23.86666667,30.3,19.6
2009/7/5,0.89,24.76666667,30.5,20.8
2009/7/6,4.47,25.24583333,30.8,21.4
2009/7/7,0,25.72916667,32.2,22.4
2009/7/8,0,25.44166667,31,21.6
2009/7/9,0,25.79583333,31.8,21.3
2009/7/10,0,26.375,30.7,22
2009/7/11,0,26.4875,31.2,23.1
2009/7/12,0,27.88333333,34.7,23.1
2009/7/13,3.56,25.75416667,28.9,22.8
2009/7/14,7.55,24.6125,28.2,23.3
2009/7/15,0.54,25.60833333,30.3,22.4
2009/7/16,0,25.43333333,29.7,22.3
2009/7/17,0.04,27.07083333,32.1,22.1
2009/7/18,0.47,27.125,30.1,24.3
2009/7/19,9.69,26.225,31.2,23.5
2009/7/20,0.56,25.51304348,29.2,23.4
2009/7/21,0.14,26.60416667,31.7,22.4
2009/7/22,1.27,25.90833333,31.6,21.5
2009/7/23,0,25.86666667,30.7,21.7
2009/7/24,3.54,26.0375,31.4,22.1
2009/7/25,39.36,25.675,31.7,22.2
2009/7/26,10.25,25.34583333,29.3,22.3
2009/7/27,0.64,25.72083333,29.9,22.4
2009/7/28,0.72,25.5,28.9,23.4
2009/7/29,0.12,25.6125,29,23.1
2009/7/30,0,26.04583333,30.8,23.1
2009/7/31,0,27.64583333,34.4,21.9
2009/8/1,0,28.37916667,33.7,23.2
2009/8/2,0,29.82083333,33.2,26.3
2009/8/3,3.82,25.92083333,29.3,24
2009/8/4,41.38,24.64583333,30.2,22.8
2009/8/5,9.75,24.4875,28.2,22.7
2009/8/6,121.24,24.15416667,25.3,23.5
2009/8/7,260.58,24.44583333,24.9,23.8
2009/8/8,62.49,25.10416667,26.7,24.2
2009/8/9,49.43,23.875,24.7,23.4
2009/8/10,3.58,25.02916667,29.1,23
2009/8/11,0,26.54166667,31.4,23.3
2009/8/12,12.75,24.84166667,30.1,22.4
2009/8/13,1.13,25.04583333,29.8,21.9
2009/8/14,0.45,25.69166667,29.3,22.5
